Count	Full_date	Port	Ship
21	06/08/1920	Walton, Nova Scotia, Canada	Glencadam
21	06/08/1920	St. Croix, Virgin Islands	Guiana
15	06/08/1920	Georgetown, B. C. & West Indian Ports	Guiana
15	06/08/1920	Georgetown, British Guiana	Guiana
14	06/08/1920	Barbados, British West Indies	Guiana
12	06/08/1920	Antigua, British West Indies	Guiana
9	06/08/1920	Georgetown and West Indian Ports	Guiana
7	06/08/1920	St. Lucia, B.W.I.	Guiana
7	06/08/1920	Havre, France	Rochambeau
6	06/08/1920	Dominica, B.W.I.	Guiana
2	06/08/1920	Martinique, French West Indies	Guiana
1	06/08/1920	British Guiana	Guiana
1264	06/09/1920	Napoli	Duca Degli Abruzzi
1241	06/09/1920	Gothenburg, Sweden	Drottningholm
827	06/09/1920	Rotterdam, Holland	Noordam
342	06/09/1920	Genova	Duca Degli Abruzzi
318	06/09/1920	Cristobal, Canal Zone	Colon
273	06/09/1920	Genoa	Duca Degli Abruzzi
256	06/09/1920	Malaga, Spain	Britannia
178	06/09/1920	Havana	Turrialba
119	06/09/1920	Marseilles, France	Britannia
86	06/09/1920	St. John's, Newfoundland	Rosalind
77	06/09/1920	Liverpool, Via Avonmouth	Northumberland
70	06/09/1920	Yokohama, Japan	Tottori Maru
55	06/09/1920	Antwerp	Hampstead Heath
49	06/09/1920	Antwerp	West Harcuvar
43	06/09/1920	Tampico, Mexico	S.M. Spalding
39	06/09/1920	Marseilles	Britannia
38	06/09/1920	Spezia, Italy	Jonancy
34	06/09/1920	Tuxpam, Mexico	Bramell Point
34	06/09/1920	Barcelona	Britannia
33	06/09/1920	Plymouth	Noordam
31	06/09/1920	Rotterdam, Holland	West Harcuvar
31	06/09/1920	Liverpool, Bristol, Via Avonmouth	Northumberland
29	06/09/1920	Newfoundland	Rosalind
23	06/09/1920	Baltimore, Maryland	Mount Vernon
17	06/09/1920	San Pedra Macoris, D.R.	Vesla
15	06/09/1920	Puerto Barrios, Guatemala	Turrialba
10	06/09/1920	Ponta Delgada, St. Michaels, Azores	Britannia
6	06/09/1920	Liverpool, N. S.	Audrey P. Brown
3	06/09/1920	Cristobal via Haiti	Colon
3	06/09/1920	Halifax	Rosalind
2	06/09/1920	Port Au Prince, Haiti	Colon
2	06/09/1920	Naples	Duca Degli Abruzzi
1	06/09/1920	Havre	Eastern Crown
1	06/09/1920	Macoris, Dominican Republic	Vesla
1	06/09/1920	Gibraltar	Jonancy
298	06/10/1920	Hamburg, Germany	Manchuria
106	06/10/1920	Kingston, Cristobal, Colombia	Carrillo
88	06/10/1920	Hamburg	Manchuria
70	06/10/1920	Antwerp	Patagonier
57	06/10/1920	Havre	Siamese Prince
43	06/10/1920	London	Unicoi
37	06/10/1920	Manzanillo, Cuba	Lake Benton
37	06/10/1920	Southampton	Manchuria
29	06/10/1920	Kingston, Jamaica	Carrillo
27	06/10/1920	Puerto Colombia, Colombia	Carrillo
24	06/10/1920	Port Antonio, Jamaica	Brighton
21	06/10/1920	Copenhagen	Skodsborg
15	06/10/1920	Kingston	Carrillo
10	06/10/1920	Santa Marta, Colombia	Carrillo
9	06/10/1920	Antwerp	Buford
4	06/10/1920	Santiago, Cuba	Carrillo
3	06/10/1920	Cartagena, Colombia	Carrillo
1	06/10/1920	Cristobal, Canal Zone	Carrillo
1	06/10/1920	Rotterdam, Holland	Manchuria
2148	06/11/1920	Liverpool	Celtic
1689	06/11/1920	Naples	Patria
1075	06/11/1920	Palermo	Patria
746	06/11/1920	Queenstown	Celtic
274	06/11/1920	Marseilles	Patria
104	06/11/1920	United States	Manitou
89	06/11/1920	Curacao, DWI	Caracas
79	06/11/1920	Antwerp	Caledonier
79	06/11/1920	China	Glenshane
68	06/11/1920	Port Antonio, Jamaica	Julia
66	06/11/1920	San Juan, Puerto Rico	Caracas
44	06/11/1920	Tampico, Mexico	Hagan
41	06/11/1920	Marseilles, France	Patria
35	06/11/1920	La Guaira, Venezuela	Caracas
30	06/11/1920	Hong Kong	Glenshane
29	06/11/1920	Tampico, Tamaulipas, Mexico	Brilliant
19	06/11/1920	United States	Glenshane
12	06/11/1920	Tampico, Mexico	Socony
10	06/11/1920	Singapore, Manilla	Glenshane
5	06/11/1920	Apple River, Nova Scotia	Seth W. Smith
4	06/11/1920	San Juan, Puerto Rico	Amolco
2	06/11/1920	Puerto Cabello, Venezuela	Caracas
1	06/11/1920	Naples via Palermo	Patria
627	06/12/1920	Napoli	Argentina
540	06/12/1920	Palermo	Argentina
395	06/12/1920	Trieste	Argentina
167	06/12/1920	Cristobal via Haiti	General George W. Goethals
139	06/12/1920	Manchester, England	Galesburg
67	06/12/1920	Tuxpam, Mexico	A.C. Bedford
56	06/12/1920	Montreal, Quebec, Canada	Trontolite
52	06/12/1920	Nuevitas, Cuba	Lake Galera
43	06/12/1920	Naples	West Islay
40	06/12/1920	Tuxpam, Mexico	Silverbrook
39	06/12/1920	Cienfuegos, Cuba	Lake Hurst
37	06/12/1920	Bergen	Folkvard
35	06/12/1920	Guanica, Puerto Rico	Mariana
34	06/12/1920	Baqueron, Cuba	Lake Fackler
30	06/12/1920	Santos, Para, & St. Lucia	Bronte
22	06/12/1920	Santos, Para, and St. Lucia	Bronte
5	06/12/1920	Windsor, Nova Scotia	Wildwood
5	06/12/1920	Para	Bronte
4	06/12/1920	Windsor, Nova Scotia	Barge Bristol
2	06/12/1920	Naples	Argentina
1	06/12/1920	Para, Brazil	Bronte
3053	06/13/1920	Southampton	Imperator
407	06/13/1920	Havana, Cristobal, Port Limon	Calamares
225	06/13/1920	Cristobal, Canal Zone	Antigone
70	06/13/1920	Cristobal, Canal Zone	Calamares
63	06/13/1920	Pernambuco, Brazil	Polar Sea
52	06/13/1920	Naples, Italy	West Alsek
46	06/13/1920	Mataredondo, Mexico	Charles Pratt
43	06/13/1920	Havana, Cuba	Calamares
42	06/13/1920	Rotterdam, Holland	American
26	06/13/1920	Curacao, DWI	Lysefjord
16	06/13/1920	Port Limon, Costa Rica	Calamares
11	06/13/1920	LIverpool via Nova Scotia	Bessie A. White
6	06/13/1920	Windsor, Nova Scotia	Barge Hamburg
1	06/13/1920	New York	Calamares
1	06/13/1920	Antwerp	Finland
996	06/14/1920	Antwerp	Finland
295	06/14/1920	Antwerp via Southampton	Finland
128	06/14/1920	Southampton	Finland
78	06/14/1920	London, England	Port Bowen
71	06/14/1920	Tampico, Mexico	Sharon
63	06/14/1920	Dominican Ports	Algonquin
62	06/14/1920	Various Dominican Ports	Algonquin
49	06/14/1920	St. George, Bermuda	I.J. Merritt
48	06/14/1920	Buenos Aires	Seifuku Maru
36	06/14/1920	Sagua La Grande, Cuba	Lake Frampton
33	06/14/1920	Santo Domingo	Algonquin
27	06/14/1920	San Pedro de Macoris, Dominican Republic	Algonquin
25	06/14/1920	La Romana, Dominican Republic	Algonquin
20	06/14/1920	Manzanillo, Cuba	Keyvive
19	06/14/1920	Baracoa, Cuba	Taunton
13	06/14/1920	Santo Domingo City	Algonquin
11	06/14/1920	St Georges, Bermuda	Chautauqua
8	06/14/1920	Windsor, Nova Scotia	C. Maud Gaskill
7	06/14/1920	Sanchez, Dominican Republic	Algonquin
5	06/14/1920	Monte Cristi	Algonquin
4	06/14/1920	Puerto Plata, Dominican Republic	Algonquin
4	06/14/1920	Barcoa	Taunton
3	06/14/1920	Turks Island, British West Indies	Algonquin
3	06/14/1920	Antwerp & Southampton	Finland
3	06/14/1920	Sagua De Tanamo, Cuba	Taunton
3	06/14/1920	United States	Port Bowen
2	06/14/1920	Pt Tanamo	Taunton
1	06/14/1920	New York	Algonquin
1	06/14/1920	Cuba	Lake Frampton
1	06/14/1920	Surrey	Port Bowen
1159	06/15/1920	Kristiania, Norway	Stavangerfjord
269	06/15/1920	San Juan, Puerto Rico	Coamo
261	06/15/1920	Havana	Morro Castle
185	06/15/1920	Christiania	Stavangerfjord
109	06/15/1920	Havana, Cuba	Morro Castle
58	06/15/1920	Rotterdam, Holland	Andrea F. Luckenbach
50	06/15/1920	Hull, England	Cranford
48	06/15/1920	Fowey	Virginia
48	06/15/1920	Vancouver, British Columbia, Canada	Melville Dollar
40	06/15/1920	Antilla, Cuba	Callabasas
37	06/15/1920	Guantanamo	Lake Ledan
36	06/15/1920	Port Antonio, Jamaica	Belita
36	06/15/1920	Jucaro, Cuba	Lake Copley
35	06/15/1920	Nuevitas, Cuba	Crathorne
34	06/15/1920	Seville, Spain	Cabo Tres Forcas
34	06/15/1920	Caibarien	Santa Theresa
31	06/15/1920	Amsterdam	Medea
29	06/15/1920	Lisbon & Constantinople, etc	Haddon
27	06/15/1920	Hull, England	Capelhall
16	06/15/1920	Halifax	Musquash
12	06/15/1920	Constantinople	Haddon
4	06/15/1920	Constantinople	Massillon Bridge
3	06/15/1920	Paramaribo	Medea
2	06/15/1920	Port au Prince, Haiti	Medea
1	06/15/1920	Havana	Santa Teresa
1	06/15/1920	Curacao, DWI	Medea
1	06/15/1920	Georgetown, British Guiana	Medea
1771	06/16/1920	Le Havre	Leopoldina
1247	06/16/1920	Danzig	Pocahontas
229	06/16/1920	Antilla, Cuba	Henry R. Mallory
138	06/16/1920	Palo Blanco, Mexico	Minnesota
101	06/16/1920	Antwerp	Pocahontas
97	06/16/1920	West Coast, South America	Santa Elisa
94	06/16/1920	Port of Spain, Trinidad	Mayaro
70	06/16/1920	Havre	La Perouse
51	06/16/1920	Le Havre	Royal Prince
46	06/16/1920	Palo Blanco, Mexico	Sepulga
45	06/16/1920	Algiers, Algeria	Olympe
42	06/16/1920	Philadelphia, Pennsylvania	Liberty Bell
42	06/16/1920	Nuevitas, Cuba	Connersville
41	06/16/1920	Lisbon	Liberty Bell
41	06/16/1920	Alexandria, Egypt	Minnesotan
38	06/16/1920	Plymouth	Norwich City
37	06/16/1920	Valparaiso, Chile	Santa Elisa
33	06/16/1920	Santo Domingo	Katahdin
32	06/16/1920	United States	Santeramo
30	06/16/1920	Kingston	Banan
29	06/16/1920	Callao	Santa Elisa
27	06/16/1920	Naval Station, Guantanamo Bay, Cuba	Relay
25	06/16/1920	Guantanamo Bay, Cuba	Relay
14	06/16/1920	Callao, Peru	Santa Elisa
11	06/16/1920	Georgetown, Demerara, British Guiana	Mayaro
9	06/16/1920	Havre	Royal Prince
8	06/16/1920	West Coast Ports	Santa Elisa
8	06/16/1920	Iquique, Chile	Santa Elisa
7	06/16/1920	United States	Santarem
6	06/16/1920	Kingston, Jamaica	Banan
5	06/16/1920	Cristobal, Canal Zone	Santa Elisa
5	06/16/1920	Grenada, British West Indies	Mayaro
4	06/16/1920	Lisbon, Portugal	Liberty Bell
2	06/16/1920	Guantanamo	Relay
1	06/16/1920	Antofagasta, Chile	Santa Elisa
1	06/16/1920	NA	Escaut
484	06/17/1920	Hamilton, Bermuda	Fort Hamilton
207	06/17/1920	Cristobal, Canal Zone	Panama
126	06/17/1920	Buenos Aires, Montevideo, Santos, Rio de	Martha Washington
123	06/17/1920	Valparaiso, Chile	Renaico
91	06/17/1920	Cristobal via Haiti	Panama
90	06/17/1920	Rio de Janeiro, Buenos Aires, Montevideo, Santos	Martha Washington
84	06/17/1920	San Francisco, California	Volunteer
83	06/17/1920	United States	Mesaba
79	06/17/1920	Rotterdam, Holland	Iver Heath
60	06/17/1920	Santa Maria, Colombia	Tivives
53	06/17/1920	Havre	Volunteer
52	06/17/1920	Montevideo, Uraguay	Martha Washington
49	06/17/1920	Glasgow	Vindelia
46	06/17/1920	Rio de Janeiro	Martha Washington
45	06/17/1920	Seattle, Washington	West Hematite
44	06/17/1920	San Francisco, California	Portola Plumas
43	06/17/1920	Santa Marta, Colombia	Tivives
42	06/17/1920	Rotterdam, Holland	J.L. Luckenbach
42	06/17/1920	Tuxpam, Mexico	Overbrook
38	06/17/1920	Cartagena, Colombia	Tivives
38	06/17/1920	Buenos Aires, Argentina	Martha Washington
34	06/17/1920	Buenos Aires, Argentina	Mundelta
33	06/17/1920	Middlesborough via Hull, Eng.	Glendoyle
33	06/17/1920	Hamburg	Mar Caspio
32	06/17/1920	London, England	Baffin
32	06/17/1920	England	Lake Ferrona
26	06/17/1920	Valparaiso, Chile	Panama
23	06/17/1920	Cristobal, Canal Zone	Renaico
22	06/17/1920	Callao	Renaico
19	06/17/1920	Santiago, Cuba	Tivives
17	06/17/1920	Havana, Cuba	Renaico
17	06/17/1920	Kingston	Tivives
16	06/17/1920	Buenos Aires	Martha Washington
15	06/17/1920	Puerto Colombia, Colombia	Tivives
13	06/17/1920	Port au Prince, Haiti	Panama
7	06/17/1920	Buenos Aires, Montevideo, Santos, Rio de Janiero	Martha Washington
7	06/17/1920	Rio de Janeiro, Brazil	Martha Washington
5	06/17/1920	Mollendo, Peru	Renaico
4	06/17/1920	Santos, Brazil	Martha Washington
3	06/17/1920	Arica, Chile	Renaico
1	06/17/1920	Antofagasta, Chile	Renaico
1	06/17/1920	Rotterdam, Holland	West Hematite
1	06/17/1920	Buenos Aires, Montevidio, Santas & Rio d	Martha Washington
1	06/17/1920	Santos	Martha Washington
1	06/17/1920	Rio de Janeiro, Buenos Airs, Montevideo, Santos	Martha Washington
1569	06/18/1920	Liverpool	Baltic
1418	06/18/1920	Piraeus	Themistocles
766	06/18/1920	Queenstown	Baltic
61	06/18/1920	Maracaibo, Venezuela	Zulia
58	06/18/1920	Rotterdam, Holland	Andijk
47	06/18/1920	St. Lucia, B.W.I.	Sallust
47	06/18/1920	United States	Tuscarora
45	06/18/1920	Cienfuegos, Cuba	Bayamo
45	06/18/1920	Rotterdam, Holland	Cushnoc
42	06/18/1920	Palermo, Sicily	Dochet
41	06/18/1920	St. Thomas and Brazilian Ports	Lake Gaither
40	06/18/1920	Rotterdam, Holland	Kalfarli
39	06/18/1920	Liverpool	Ocean Transport
39	06/18/1920	Mayaguez, Puerto Rico	Zulia
38	06/18/1920	Southampton	Charlot
36	06/18/1920	Havana, Cuba	Lake Kyttle
36	06/18/1920	Rotterdam, Holland	Boilston
28	06/18/1920	Bristol	Exeter City
18	06/18/1920	La Guaira and Curacao	Zulia
6	06/18/1920	St. John, New Brunswick	Daniel Getson
3	06/18/1920	Maraciabo, Venezuela	Zulia
1	06/18/1920	Curacao, DWI	Zulia
986	06/19/1920	Southampton	New York
447	06/19/1920	Leixoes	Caroline
286	06/19/1920	Bordeaux	Caroline
134	06/19/1920	Cherbourg, France	New York
118	06/19/1920	Bordeaux And Leixoes	Caroline
75	06/19/1920	Javaports, Batavia	Rotti
57	06/19/1920	Havana	Suveric
46	06/19/1920	Hamburg, Germany	Deroche
38	06/19/1920	Tuxpam, Mexico	Bessemer
37	06/19/1920	Rotterdam, Holland	Florence Luckenbach
31	06/19/1920	Gibraltar, Pt Said	Yubaye Maru
29	06/19/1920	Bombay	Alstern
20	06/19/1920	Lagua	Elfsborg
11	06/19/1920	Gibraltar	Yubaye Maru
7	06/19/1920	Liverpool via Nova Scotia	Cape Blomidon
7	06/19/1920	Batavia	Rotti
3	06/19/1920	Port Said	Alstern
3	06/19/1920	Paramaribo	Rotti
1	06/19/1920	Tampico, Hamburg, Germany	Deroche
1	06/19/1920	Tampico, Mexico	Deroche
1	06/19/1920	Port Said	Yubaye Maru
2401	06/20/1920	Le Havre	France
318	06/20/1920	Havana	Reina Maria Cristina
203	06/20/1920	Barcelona	Montserrat
167	06/20/1920	Havana, Cuba	Reina Maria Cristina
159	06/20/1920	New York	Pastores
100	06/20/1920	Havana, Cristobal, Port Limon	Ulua
84	06/20/1920	Valencia, Spain	Montserrat
79	06/20/1920	Havana, Cuba	Pastores
78	06/20/1920	Port Limon, Costa Rica	Ulua
73	06/20/1920	Havana	Ulua
70	06/20/1920	San Juan, Porto Rico	Philadelphia (1885)
63	06/20/1920	Malaga, Spain	Montserrat
53	06/20/1920	Cadiz	Montserrat
50	06/20/1920	San Juan, Puerto Rico	Philadelphia (1885)
40	06/20/1920	Algiers, Algeria	Emilia
40	06/20/1920	Antifagasta, Chile	Stillehavet
35	06/20/1920	Seville, Spain	Florinda
34	06/20/1920	Cristobal, Canal Zone	Pastores
32	06/20/1920	La Guaira, Venezuela	Philadelphia (1885)
30	06/20/1920	Hull, England	Francisco
16	06/20/1920	Matanzas, Cuba	Coquina
11	06/20/1920	Port Limon, Costa Rica	Pastores
10	06/20/1920	Barcelona, Valencia, Malaga, Cadis	Montserrat
5	06/20/1920	Curacao, DWI	Philadelphia (1885)
4	06/20/1920	Puerto Cabello, Venezuela	Philadelphia (1885)
4	06/20/1920	Panta Arenas, Chili	Stillehavet
2	06/20/1920	Havana	Pastores
2	06/20/1920	Antofagasta, Chile	Stillehavet
1	06/20/1920	Bocas Del Toro, R.P.	Pastores
1	06/20/1920	NA	Emilia
1	06/20/1920	Gibraltar	Emilia
1295	06/21/1920	Liverpool	Caronia
659	06/21/1920	Southampton	Royal George
183	06/21/1920	Genoa and Naples, Italy	San Gennaro
103	06/21/1920	Queenstown	Caronia
75	06/21/1920	Rio Grande do Sul	Stephen
74	06/21/1920	Amsterdam	Oranje Nassau
48	06/21/1920	Havre via Brest	Wakulla
47	06/21/1920	Tuxpam, Mexico	Rapidan
47	06/21/1920	Leghorn, Italy	Astoria
47	06/21/1920	Rio de Janeiro, Brazil	Tocantins
42	06/21/1920	Port Lobos, Mexico	W.S. Rheem
42	06/21/1920	West Hartlepool, England	Polgowan
37	06/21/1920	Tampico, Mexico	W.H. Tilford
36	06/21/1920	Cananova, Cuba	Joseph J. Cuneo
33	06/21/1920	Bergen, Norway	Besseggen
31	06/21/1920	Santo Domingo	Sioux
31	06/21/1920	Curacao, DWI	Oranje Nassau
30	06/21/1920	Romania	Sioux
29	06/21/1920	Nuevitas, Cuba	Macoris
26	06/21/1920	Rio Grande, Santos, Rio Janeiro	Stephen
24	06/21/1920	Port au Prince	Oranje Nassau
21	06/21/1920	Walton, Nova Scotia, Canada	Glencadam
18	06/21/1920	Buenos Aires	City of Orleans
13	06/21/1920	Cap Haitien, Haiti	Oranje Nassau
11	06/21/1920	Paramaribo	Oranje Nassau
11	06/21/1920	Rotterdam, Holland	Summerleaf
9	06/21/1920	La Romana, Dominican Republic	Sioux
7	06/21/1920	La Guaira, Venezuela	Oranje Nassau
2	06/21/1920	Sint Marc	Oranje Nassau
1	06/21/1920	Halifax	Caronia
1	06/21/1920	Rotterdam, Holland	Noordam
1	06/21/1920	Marseilles, France	Providence
2305	06/22/1920	Piraeus	Megali Hellas
1314	06/22/1920	Copenhagen	Frederik VIII
883	06/22/1920	Rotterdam, Holland	Noordam
136	06/22/1920	Havana	Wacouta
93	06/22/1920	Port Antonio, Jamaica	Princess May
71	06/22/1920	Hong Kong	Genoa Maru
44	06/22/1920	Port Lobos, Mexico	Hoxbar
43	06/22/1920	Genoa	Davenport
43	06/22/1920	Liverpool	Trekieve
42	06/22/1920	New Castle	Abbeville
40	06/22/1920	Pernambuco, Brazil	Saint Michael
37	06/22/1920	Progreso, Yucatan, Mexico	Panuco
35	06/22/1920	Bristol	New York City
33	06/22/1920	Tela, Honduras	Bowden
30	06/22/1920	Rouen, France	Algerier
29	06/22/1920	Port Antonio, Jamaica	Nicholas Cuneo
28	06/22/1920	Rio de Janeiro	Trafalgar
28	06/22/1920	Puerto Plata	Tungus
26	06/22/1920	Zelenika, Dalmatia	Sangamon
12	06/22/1920	Buenos Aires	Crowley
8	06/22/1920	Liverpool	W.H. Eastwood
3	06/22/1920	Macoris, Santo Domingo	Tungus
1	06/22/1920	Barbados, British West Indies	Saint Michael
1	06/22/1920	San Nicolau, Cape Verde Isl	Asal Beava
354	06/23/1920	Havana	Mexico
68	06/23/1920	Port Antonio, Jamaica	Julia
45	06/23/1920	Leith via Dundee	Sidlaw Range
44	06/23/1920	Port Lobos, Mexico	Hagood
44	06/23/1920	Genoa, Italy	Colthraps
43	06/23/1920	Baracoa, Cuba	Amelia
39	06/23/1920	Constantinople	Treglisson
26	06/23/1920	Buenos Aires	Crowley
1	06/23/1920	Tanamo, Cuba	Hagood
1	06/23/1920	Helsingborg, Sweden	Kalfarli
1	06/23/1920	Dundee	Sidlaw Range
1	06/23/1920	Algiers, Algeria	Treglisson
129	06/24/1920	Gibraltar	Norman Monarch
92	06/24/1920	Liverpool	Pancras
87	06/24/1920	Cartagena, Colombia	Santa Marta
70	06/24/1920	Cadiz, Spain	Escolano
67	06/24/1920	Port De Paix	General H.F. Hodges
60	06/24/1920	United States	Manhattan
58	06/24/1920	Port Antonio, Jamaica	Vild Fugl
47	06/24/1920	Colombia	Santa Marta
46	06/24/1920	Cristobal, Canal Zone	Santa Marta
45	06/24/1920	Tampico, Mexico	George G. Henry
45	06/24/1920	United States	Westwego
42	06/24/1920	San Juan, Puerto Rico	Edith
38	06/24/1920	Port Lobos, Mexico	Burnwell
37	06/24/1920	Kingston	Mohican
37	06/24/1920	Rotterdam, Holland	Middlesex
28	06/24/1920	Cristobal, Canal Zone	General H.F. Hodges
26	06/24/1920	Rotterdam, Holland	Lewis Luckenbach
23	06/24/1920	Port Sama, Cuba	Mount Vernon
18	06/24/1920	Spencers Island, Nova Scotia	Gypsum King
6	06/24/1920	Kingston, Jamaica	Santa Marta
5	06/24/1920	Windsor, Nova Scotia	Barge Ontario
4	06/24/1920	Spencers Island, Nova Scotia	Barge Plymouth
3	06/24/1920	Kingston	Santa Marta
2	06/24/1920	Cristobal, Canal Zone	Saint Paul
2	06/24/1920	Santa Marta, Colombia	Santa Marta
2	06/24/1920	New York	Santa Marta
1625	06/25/1920	Naples	Canada
1199	06/25/1920	Palermo	Canada
1012	06/25/1920	Southampton	Adriatic
911	06/25/1920	Vigo, Spain	Mongolia
719	06/25/1920	Southampton	Saint Paul
316	06/25/1920	Cherbourg, France	Saint Paul
269	06/25/1920	Hamburg, Germany	Mongolia
178	06/25/1920	Southampton via Cherbourg	Saint Paul
124	06/25/1920	Cherbourg, France	Adriatic
81	06/25/1920	Turks Island, British West Indies	Iroquois
71	06/25/1920	Dominican Ports via Turks Island	Iroquois
53	06/25/1920	Marseilles via Gibraltar	Ice King
53	06/25/1920	Southampton	Mongolia
48	06/25/1920	Marseilles	Canada
45	06/25/1920	Puerto Plata, Dominican Republic	Iroquois
44	06/25/1920	South Shields, England	Colindo
37	06/25/1920	Ponce, Puerto Rico	Millinocket
36	06/25/1920	Santo Domingo	Iroquois
35	06/25/1920	Macoris, Dominican Republic	Iroquois
29	06/25/1920	La Romana & Various Ports R.D.	Yaque
12	06/25/1920	Sanchez, Dominican Republic	Iroquois
1	06/25/1920	Gibraltar	Ice King
1	06/25/1920	Genoa	Angelo Bandi
1	06/25/1920	Azua	Iroquois
1	06/25/1920	Samana, D.R.	Iroquois
1052	06/26/1920	Glasgow	Columbia
387	06/26/1920	San Juan, Puerto Rico	Brazos
235	06/26/1920	Londonderry	Columbia
195	06/26/1920	Cherbourg, France	Mauretania
166	06/26/1920	Glasgow	Colombia
73	06/26/1920	Yokohama, Japan	Jason
61	06/26/1920	Tela, Honduras	Tanamo
55	06/26/1920	Antwerp	Melrose
51	06/26/1920	Antwerp	Hastier
46	06/26/1920	Mata Redonda, Mexico	William G. Warden
46	06/26/1920	Rotterdam, Holland	Mystic
44	06/26/1920	Brest, France	Houma
41	06/26/1920	Genoa, Italy via Gibralter, Halifax	Astoria
30	06/26/1920	Liverpool via Brazil and Barbados	Gregory
26	06/26/1920	Halifax	Vindal
9	06/26/1920	Barbados, British West Indies	Gregory
6	06/26/1920	St John, New Brunswick	Charles and Vernon
2	06/26/1920	Savona, Italy	Aurania
2	06/26/1920	London Derry	Columbia
2	06/26/1920	Barbados via Brazil and Barbados	Gregory
1	06/26/1920	Havre	Absirtea
1068	06/27/1920	Bordeaux	Niagara
697	06/27/1920	Southampton	Adriatic
650	06/27/1920	Cherbourg, France	Adriatic
323	06/27/1920	Vigo, Spain	Niagara
84	06/27/1920	United States	Bardic
45	06/27/1920	Bordeaux	Strathlorne
43	06/27/1920	Antwerp via Hull	Lepanto
30	06/27/1920	Tampico, Mexico	Comet
29	06/27/1920	Lisbon, Portugal	Jennie R. Morse
24	06/27/1920	Genoa	Eglantine
22	06/27/1920	Genoa, Italy	Eglantine
21	06/27/1920	Rosario	Dawnlite
12	06/27/1920	Tampico, Mexico	Socony
7	06/27/1920	Mahone Bay, Nova Scotia	F.S. Burgoyne
5	06/27/1920	Bigo	Niagara
4	06/27/1920	Bigoaux	Niagara
1	06/27/1920	Hull, England	Lepanto
1	06/27/1920	Hamburg	Wieldrecht
1	06/27/1920	Barbados, British West Indies	Hortensius
1864	06/28/1920	Danzig	Mercury
1224	06/28/1920	Le Havre	La Savoie
1201	06/28/1920	Le Havre	Lafayette
458	06/28/1920	Hamilton, Bermuda	Fort Hamilton
225	06/28/1920	Liverpool	Essequibo
176	06/28/1920	Cristobal, Canal Zone	General W.C. Gorgas
67	06/28/1920	Saint Nazaire, France	McKeesport
56	06/28/1920	Palermo via Lisbon	Liberty Land
50	06/28/1920	Rio de Janeiro	Cap Nord
46	06/28/1920	Norteamericano	Hickman
45	06/28/1920	Palo Haver, Mex	Bethelridge
42	06/28/1920	Baracoa, Cuba	Taunton
39	06/28/1920	Rio de Janeiro	Coskata
33	06/28/1920	West Indian Ports	Bartholomew
33	06/28/1920	Guanoco Viz Cristobal Colon, Venezuala	Guanoco
31	06/28/1920	Rosario	Alps
31	06/28/1920	Havre, France	Roman Prince
31	06/28/1920	Le Havre	Roman Prince
31	06/28/1920	Vigo, Spain	Mar Cantabrico
25	06/28/1920	Halifax	Imperoyal
8	06/28/1920	Rosario	James William
6	06/28/1920	Gibraltar	Hickman
5	06/28/1920	Windsor, Nova Scotia	Lavolta
3	06/28/1920	Liverpool	Menominee
1	06/28/1920	Baracoa, Cuba	Circinus
1	06/28/1920	Liverpool	Mauretania
2021	06/29/1920	Rotterdam, Holland	Nieuw Amsterdam
637	06/29/1920	Boulogne	Nieuw Amsterdam
190	06/29/1920	Havana	Monterey
84	06/29/1920	Havana, Cuba	Monterey
52	06/29/1920	Progreso, Yucatan, Mexico	Monterey
50	06/29/1920	Plymouth	Nieuw Amsterdam
49	06/29/1920	Naples, Italy	Medina
45	06/29/1920	Bordeaux, France via Baltimore	Oscoda
38	06/29/1920	Tampico, Mexico	Monterey
37	06/29/1920	Havana, Cuba	Lake Fitch
37	06/29/1920	Gibraltar	Lake Fray
33	06/29/1920	Port Antonio, Jamaica	Brighton
27	06/29/1920	Havre	Oscoda
26	06/29/1920	Pauillac, France	West Humhaw
26	06/29/1920	Puerto Barrios, Guatemala	Port Antonio
19	06/29/1920	Nassau, Bahamas	Monterey
6	06/29/1920	Windsor, Nova Scotia	Thomas H. Lawrence
6	06/29/1920	Ingramport, Nova Scotia	Win The War
4	06/29/1920	Bordeaux and Antwerp via Baltimore, Md.	Oscoda
2	06/29/1920	Boulogne, France	Nieuw Amsterdam
2	06/29/1920	Saint Nazaire, France	Port Antonio
1	06/29/1920	NA	West Harcuvar
1	06/29/1920	Mise	Melrose
132	06/30/1920	Cristobal, Canal Zone	Allianca
93	06/30/1920	West Coast, South America	Santa Luisa
73	06/30/1920	Dominican Republic	Huron
71	06/30/1920	Dominican Ports via Turks Island	Huron
61	06/30/1920	Valparaiso, Chile	Santa Luisa
51	06/30/1920	St. Lucia	Frankmere
50	06/30/1920	Port of Spain, Trinidad	Maraval
44	06/30/1920	Antwerp	Langley
44	06/30/1920	Port Said	Sinsinawa
43	06/30/1920	New York	Sinsinawa
43	06/30/1920	Rotterdam, Holland	Schroon
38	06/30/1920	San Juan, Puerto Rico	Clare
37	06/30/1920	Karskar, Sweden	Jackson
37	06/30/1920	Guantanamo	Lake Garza
36	06/30/1920	Santa Lucia, Cuba	Lake Superior
31	06/30/1920	Vancouver, British Columbia, Canada	Harold Dollar
30	06/30/1920	Caleta Buena, Chile via Colon	Craster Hall
